,E,N,namewithoutadditions
48548,2655578.34,1211052.298,Buchenhalde
48549,2616899.835,1210730.701,Junkholzweid
48550,2616223.513,1210737.031,Blaumatt
48551,2615796.14,1210755.948,Ried
48552,2617251.14,1210795.81,Junkholz
48553,2618730.699,1210782.182,Almisbergneuhaus
48554,2591554.167,1210683.993,Einetswis
48555,2674647.095,1210974.414,Halde
48556,2655239.603,1211047.386,Holzhalde
48557,2655840.138,1211051.922,Grosshalden
48558,2658107.634,1211128.347,Witenthor
48559,2659560.862,1211102.74,Schürhof
48560,2659751.398,1211112.935,Kaiserhof
48561,2675389.008,1211043.663,Langenfluh
48562,2617979.733,1210976.501,Holzhüsli
48563,2589221.277,1211093.031,Spins
48564,2655372.43,1210295.839,Löchlihalde
48565,2658712.148,1211314.452,Oberfeldmatt
48566,2676340.787,1211192.145,Gälle
48567,2588733.009,1211072.575,Rebmatt
48568,2587453.233,1211714.982,Zelgli
48569,2597662.262,1210268.328,Fluerain
48571,2675004.744,1211047.859,Innerlangenzihl
48572,2675484.044,1211439.281,Bäriwil
48573,2601955.497,1210925.327,Bifang
48574,2615973.296,1211125.793,Stöckern
48575,2607240.898,1211140.314,Eichmatt
48576,2656260.648,1211245.951,Fohren
48577,2656717.05,1211340.641,Stollen
48578,2617667.599,1211184.628,Senggen
48579,2609252.116,1211198.692,Eichmatt
48580,2619178.504,1211199.119,Kabishof
48581,2660111.698,1211131.945,Bleimatt
48582,2658119.001,1211741.355,Moos
48583,2596029.476,1211868.417,Rüberi
48584,2656100.902,1211439.642,Buchen
48585,2658445.351,1211780.023,Untermoos
48586,2597902.824,1211133.812,Hübeli
48587,2660695.499,1211338.445,Oberhof
48588,2618179.289,1211379.11,Steinibach
48589,2674971.604,1211331.008,Ausserlangenzihl
48590,2660903.173,1212073.751,Sidlern
48591,2661403.529,1212082.34,Baumgarten
48592,2615998.367,1211465.13,Störhüsli
48593,2660386.13,1211274.041,Spahau
48594,2618492.117,1211483.678,Linden
48595,2599901.853,1211550.765,Hohrain
48597,2656395.222,1211647.244,Unterwilgis
48598,2656171.622,1211712.151,Oberwilgis
48599,2617996.144,1211588.907,Katzbrunnen
48600,2616176.454,1211637.268,Obere Kipf
48601,2602402.267,1211639.41,Im Feld
48602,2615379.705,1211639.481,Binzberg
48603,2659987.253,1211649.733,Gansenbach
48604,2600564.149,1143447.65,Chrome
48605,2600415.677,1143862.694,Bürstehubel
48606,2617663.685,1211696.827,Kehr
48607,2616710.469,1211731.266,Neumatt
48608,2671069.643,1211773.529,Blossegg
48610,2660499.659,1211799.065,Fluckhof
48611,2618168.626,1211807.844,Kohlgrube
48612,2602119.593,1211667.035,Rüeggisbühl
48613,2616426.747,1211834.59,Zelg
48614,2677169.37,1211876.465,Räbalp
48615,2672900.122,1201341.913,Chäppelisitz
48616,2674634.4,1201335.4,Buggenried
48617,2672767.9,1201387.3,Hergisacher
48618,2616816.229,1211910.105,Grunderhaus
48621,2674906.8,1202297.6,Wissibach
48622,2617818.387,1211923.078,Bruderlohn
48623,2664398.019,1207818.033,Höllhof
48624,2670621.647,1213147.773,Risibode
48625,2656473.733,1212368.615,Hinterschurtigen
48626,2656813.852,1212477.424,Schurtigen
48627,2673744.415,1201402.339,Langentannen
48628,2673210.4,1201498.1,Baumgarten
48629,2673592.8,1201530.3,Erliziel
48630,2617508.201,1212033.62,Altenberg
48632,2674160.4,1201567.6,Unteragglistal
48633,2674553.4,1201683.5,Mürg
48634,2619580.398,1212039.837,Hubli
48636,2592682.942,1212674.665,Holen
48637,2615772.787,1212185.213,Dinkelacker
48638,2677060.558,1212274.164,Altruodisegg
48639,2618518.709,1212195.551,Schwendiweid
48640,2619077.007,1212186.136,Zeitlistal
48641,2616897.22,1212245.11,Muhlern
48642,2618694.365,1212354.724,Hirsweid
48643,2656757.607,1212899.535,Unterbüel
48644,2596549.656,1212407.2,Steinere
48645,2617774.481,1212403.155,Schindelberg
48646,2616169.874,1212409.86,Rüglen
48647,2591578.782,1211920.164,Gisleren
48648,2671775.661,1214040.706,Stöckenhof
48650,2661881.654,1212545.053,Untergadenmatt
48651,2656375.137,1212955.776,Grämse
48653,2616869.104,1212598.938,Heimiswil
48654,2608628.334,1212526.097,Eichelacker
48655,2656949.034,1212985.496,Lampige
48656,2676688.933,1212586.078,Oberflue
48658,2618509.694,1212622.946,Biembach
48659,2619785.037,1213964.236,Scheuerweid
48660,2591838.851,1211062.486,Holzschuepisse
48661,2602334.774,1212713.308,Einschlag
48662,2596566.507,1212928.04,Frauchwil
48663,2616149.647,1212758.445,Obere Rüglen
48664,2592328.065,1211152.578,Martinsmatt
48665,2668571.892,1212749.3,Lindenfeldweid
48666,2656713.19,1213101.289,Mittelbüel
48667,2617909.585,1212759.268,Scheuer
48668,2659120.621,1213298.712,Spitzbreite
48669,2655254.081,1213131.476,Unterziswil
48670,2656529.689,1213184.299,Oberbüel
48671,2595389.997,1212890.766,Artishus
48673,2615293.726,1212892.843,Sommerhaus
48674,2618452.294,1213020.16,Garneul
48675,2675699.082,1213008.279,Döbeli
48676,2668412.61,1213031.288,Dietschiberg
48677,2655407.435,1213369.897,Oberziswil
48678,2657194.742,1213419.807,Raage
48679,2656782.843,1213602.705,Bänihus
48681,2616697.373,1213034.799,Sonnberg
48682,2676147.269,1213130.398,Rotenhof
48685,2673981.637,1213912.902,Dangelsberg
48687,2615885.787,1213213.357,Eggen
48688,2676363.786,1213085.106,Schiteri
48689,2666488.407,1213904.321,Seehof
48690,2655491.945,1213683.31,Matt
48691,2656426.239,1213728.379,Tanne
48692,2676982.368,1213125.253,Schluchen
48693,2617778.252,1213158.531,Mischlern
48694,2598955.63,1213130.148,Vogelsang
48696,2657826.935,1214379.164,Bremgarten
48697,2674765.905,1213945.872,Sumpf
48698,2619544.176,1214249.665,Leumberg
48699,2658571.664,1213499.318,Hübeli
48700,2618247.709,1213314.559,Wangelen
48702,2616898.509,1213369.996,Schlössli
48704,2618020.249,1213465.811,Gerstler
48705,2669177.526,1213508.237,Widi
48706,2659802.031,1213733.56,Stechenrain
48707,2658550.717,1213766.752,Sagenhübeli
48708,2612422.732,1213433.515,Sandeggen
48709,2615158.219,1213428.293,Bifang
48710,2617204.33,1213534.645,Rumistal
48713,2659618.187,1213980.093,Stechenrainmühle
48714,2658672.919,1214059.318,Rüteli
48715,2616812.372,1213563.812,Egg
48716,2615658.96,1213658.743,Passäbnit
48718,2657834.335,1210172.586,Haselholz
48720,2657798.371,1212955.054,Krummbaum
48721,2660182.267,1215223.532,Holzhof
48722,2676293.193,1213723.675,Rigacher
48723,2676479.3,1213514.042,Chlösterli
48724,2676500.119,1213907.217,Landschi
48725,2676997.278,1214137.798,Sämpel
48726,2673716.376,1213759.519,Schönegg
48727,2593063.804,1213702.163,Gehwil
48728,2586861.241,1213674.317,Taubenloch
48730,2660653.597,1213837.602,Bühl
48731,2616705.92,1213789.115,Wil Neuhaus
48732,2592915.153,1213922.893,Jaussacher
48733,2673232.706,1213799.067,Haggenegg
48735,2599345.463,1213925.601,Bittwil
48736,2658417.049,1214044.904,Moosschür
48737,2660033.593,1214126.516,Hilpringen
48738,2657930.854,1214475.577,Härdmänigen
48739,2674649.194,1213728.342,Hergisbüel
48740,2618145.599,1213879.254,Vorwasen
48742,2676432.959,1214082.548,Färestatt
48743,2617595.538,1213932.849,Büttental
48744,2670106.295,1212295.915,Mühlegg
48746,2659665.218,1214207.396,Oberstechenrain
48747,2657403.614,1214636.742,Waldhus
48748,2657914.582,1214687.772,Höchhus
48749,2666925.856,1214444.634,Hinterrätlisbach
48750,2671002.815,1214273.431,Derdallenbach
48751,2677059.699,1214271.053,Lochhof
48753,2618871.594,1214627.005,Hofholz
48754,2598039.375,1214255.993,Burhüsli
48755,2659231.152,1214206.554,Neustechenrain
48756,2676550.474,1213276.398,Chümimattli
48757,2616590.446,1214123.812,Gummen
48758,2616730.915,1214295.585,Wil
48759,2592635.298,1214230.798,Schafmatt
48760,2614482.543,1214161.469,Weier
48761,2656703.223,1215696.471,Rossweid
48763,2670597.769,1214363.051,Obmattweid
48764,2674503.059,1213977.944,Bischofswil
48765,2593987.643,1214207.049,Homet
48766,2592694.385,1214608.513,Hasenacher
48768,2657194.846,1214901.93,Hinterneurüti
48769,2658076.259,1214341.303,Gspan
48770,2659536.691,1214408.348,Schürmättli
48771,2660137.485,1214444.514,Silberlingen
48772,2677086.842,1214550.306,Sigisrüti
48773,2667441.383,1214620.502,Vogelsang
48775,2674278.445,1214301.494,Geren
48776,2612483.333,1214380.317,Höchfeld
48778,2618476.544,1214378.261,Unterbrügglen
48779,2657904.165,1215099.033,Rüeggeringen
48780,2656975.956,1215135.667,Oberneurüti
48781,2671103.826,1214452.909,Döbeli
48782,2671488.558,1214568.216,Kleinebnet
48783,2617480.591,1214396.055,Löchli
48784,2595053.992,1214411.736,Flue
48786,2603012.569,1214910.121,Etzelkofen
48787,2661682.664,1214587.873,Bühlmatt
48788,2674331.723,1214619.184,Allmig
48790,2673785.5,1214623.206,Forrenmoos
48792,2615644.114,1214624.231,Stöckacker
48793,2657467.745,1215353.136,Unterneurüti
48794,2657772.306,1215351.061,Neumatt
48795,2657266.419,1215407.74,Mittelneurüti
48796,2662074.322,1214524.777,Schluchenmoos
48797,2658207.215,1214703.73,Steghof
48798,2659377.121,1214800.786,Sonnenrain
48799,2597796.255,1214548.567,Holen
48800,2593844.877,1214620.334,Schatthubel
48801,2657439.615,1215745.369,Hintergut
48802,2671896.648,1214714.363,Obermöösli
48803,2672197.787,1215123.752,Stegmatt
48804,2660535.751,1214656.227,Innerrain
48806,2618970.847,1215052.275,Hofholz
48807,2657777.952,1215705.588,Buchberg
48808,2660835.938,1214575.254,Rainmühle
48809,2597663.702,1214832.409,Reuental
48811,2657137.903,1215989.679,Wyprächtigen
48812,2657382.547,1215993.931,Hüslimatt
48813,2616250.692,1214914.436,Wilweid
48815,2655776.183,1214539.297,Kleinhomberg
48816,2669914.153,1215463.081,Neufildere
48817,2676869.575,1213763.695,Schickerhof
48820,2616985.708,1215140.256,Gutisberg Neuhaus
48821,2674399.987,1215238.545,Sunnehöfli
48822,2593488.803,1215112.093,Hubel
48823,2674068.314,1216177.175,Obtal
48824,2676339.866,1216264.234,Kusterhof
48825,2656070.662,1214333.086,Bärghof
48826,2659151.403,1215188.093,Bernhof
48827,2667443.395,1215393.206,Althof
48828,2674623.036,1216404.221,Tannbüel
48829,2673524.568,1215605.683,Bunnighof
48830,2617621.361,1215309.389,Äschbacher
48831,2677039.733,1215648.762,Tälleren
48834,2656913.36,1214153.765,Huebschür
48835,2655446.071,1214293.685,Unterwil
48836,2673377.97,1215427.466,Ey
48837,2617384.475,1215375.85,Rutschiweid
48838,2616559.691,1215341.538,Leimgraben
48839,2660403.494,1215333.413,Holz
48840,2617136.149,1215398.485,Kleinweid
48841,2659566.832,1215340.852,Rüti
48842,2670354.351,1215711.269,Weier
48843,2615943.628,1215665.162,Bickigen
48845,2660113.892,1215490.663,Neuholz
48846,2658327.908,1215591.377,Frohheim
48847,2671395.685,1215900.293,Götzental
48848,2598852.229,1215618.833,Chinzi
48849,2587487.95,1215543.096,Buggleren
48852,2656642.753,1215960.917,Amsig
48853,2659904.939,1215713.856,Geisselermoos
48854,2658538.674,1215735.533,Sitenmoos
48855,2672203.84,1216026.711,Haasenberg
48856,2671018.617,1215899.472,Meiterdingen
48859,2660706.483,1215623.945,Schlag
48860,2674182.527,1215885.507,Haltikon
48862,2672958.761,1215780.839,Udligenswil
48864,2655574.301,1214428.452,Oberwil
48865,2656848.466,1214505.228,Steimatt
48866,2655967.63,1214685.995,Grosshomberg
48867,2672229.107,1215491.466,Staffelweid
48869,2593919.46,1215703.461,Chnuchelhus
48870,2675005.429,1215492.199,St. Kathrinen
48871,2658629.764,1216043.277,Fridau
48872,2672020.187,1216091.47,Oberhaasenberg
48873,2661571.623,1217208.744,Schlatt
48874,2673591.263,1216414.842,Hinterguggenbühl
48875,2677303.635,1215316.344,Vorderlangegg
48876,2636062.882,1254013.937,Mooshof
48877,2634030.279,1256970.693,Weierhof
48878,2633640.553,1259191.122,Stiegelmatt
48879,2633147.71,1258470.517,Brügglihof
48880,2655454.802,1214892.618,Ankeland
48881,2656952.1,1214956.741,Neuhof
48882,2656774.42,1215489.876,Hübeli
48883,2632906.519,1256968.327,Flue
48884,2629006.266,1258696.884,Isleten
48885,2599266.274,1215996.988,Wolfere
48886,2618944.123,1215983.262,Hellsauer
48887,2672596.03,1215253.4,Schönau
48888,2676037.325,1216333.442,Talgüetli
48889,2618503.817,1216115.013,Sandacker
48890,2619137.595,1216247.938,Neuhaus
48891,2657005.311,1216313.13,Holzmatt
48892,2673832.294,1216547.026,Hasli
48894,2660953.245,1216334.472,Wahligen
48895,2602343.366,1216225.358,Im Feld
48896,2586223.87,1216120.335,Oberfeld
48897,2585440.049,1216041.519,Im Hof
48898,2662072.978,1216309.926,Grossmatt
48900,2674418.086,1216545.051,Grampelen
48901,2673609.306,1216656.706,Goldispitz
48902,2676197.535,1216858.916,Brüschhalden
48903,2616725.059,1216235.15,Hirsern
48904,2619807.499,1216341.927,Sollberg
48905,2618676.723,1216309.691,Welschhaus
48906,2588076.56,1216536.892,Alkeren
48907,2674970.44,1216500.423,Lochmüli
48908,2586339.512,1216280.607,Loch
48911,2631333.055,1262145.07,Aufgend
48912,2631585.832,1260081.329,Erliacher
48913,2590464.918,1142845.332,Bruch
48914,2631197.633,1260318.888,Waldegg
48915,2603430.497,1216492.025,Holz
48916,2637103.144,1260247.939,Wallhof
48917,2636596.568,1260758.844,Mühlehof
48918,2659159.886,1217603.669,Oberhungerbühl
48919,2658877.865,1216639.678,Kenelmatt
48920,2656181.427,1216541.2,Althüsli
48921,2673974.451,1216669.591,Grindli
48922,2626669.023,1260403.223,Buchmatt
48923,2637082.853,1260059.314,Unterwiedhof
48926,2660146.639,1216790.373,Waldhus
48927,2655552.06,1216823.493,Sparenhüsli
48928,2674901.387,1216791.038,Hintertannbüel
48929,2675849.328,1216991.747,Tal
48930,2676390.55,1217080.038,St. Martin
48931,2676603.294,1216631.93,Gadmenhof
48932,2611082.14,1216560.136,Murain
48933,2618702.214,1216694.108,Kaltacker
48934,2619617.902,1216702.831,Breitslohn
48935,2665575.861,1216977.174,Bühl
48936,2665155.406,1216915.432,Hüslenmoos
48939,2674740.647,1215066.242,Hinterbarbrämen
48940,2618080.775,1216830.444,Breitslohn
48941,2656917.353,1216900.151,Alp
48942,2656425.714,1217024.38,Niederhomel
48943,2673748.178,1217014.51,Sonnenhof
48944,2676656.147,1217510.737,Ellbögli
48945,2676260.323,1217454.04,Aahus
48946,2674698.739,1215717.393,Schindelweid
48947,2597148.333,1216850.748,Lochacher
48948,2596664.314,1217037.355,Feld
48950,2673399.586,1217209.586,Hinteregg
48952,2628917.017,1256322.912,Grabacker
48953,2629001.751,1254087.094,Untergisiberg
48954,2607697.266,1217013.848,Neuhof
48955,2629443.786,1254159.99,Schönegg
48956,2619261.063,1217127.293,Bühl
48957,2659998.169,1217378.807,Rastenmoos
48958,2655980.866,1216960.37,Mittelhomel
48959,2655634.004,1217151.76,Unterlindig
48960,2655672.147,1217454.353,Kuhrüti
48961,2674861.581,1217259.834,Hohrüti
48962,2675988.654,1217551.158,Mülihalden
48963,2677229.59,1217678.81,Vorderchiemen
48965,2609378.125,1217027.968,Altwyden
48966,2635756.4,1254793.202,Leimehof
48967,2629456.959,1253899.058,Talacker
48968,2619797.752,1217204.421,Oberbühl
48969,2593591.665,1217060.967,Schwärze
48972,2608696.695,1217142.433,Altwyden
48973,2664405.596,1216904.612,Rüeckringen
48974,2662349.03,1217234.154,Hasegässli
48977,2607285.281,1217203.858,Tubemoos
48978,2658975.256,1217305.008,Neuhus
48979,2655995.099,1217528.092,Wilistatt
48980,2656835.031,1217687.158,Voglisberg
48981,2597133.827,1217340.701,Holen
48982,2618200.459,1217415.136,Riedern
48983,2677127.374,1217689.096,Mattli
48984,2677164.475,1218052.974,Hinterchiemen
48985,2675505.177,1217510.274,Lippertschwil
48986,2673665.827,1217611.321,Schiffmannshof
48988,2661607.277,1218533.983,Hunghus
48989,2672135.707,1217845.204,Chrummen
48990,2613294.812,1217348.876,Oberösch
48991,2619302.669,1217564.328,Hinterbühl
48992,2662596.082,1218518.17,Unterhocken
48993,2666523.751,1217948.859,Dellenhaus
48994,2663567.411,1217602.178,Chüeschwand
48995,2658647.172,1217628.541,Paradies
48996,2657852.129,1217719.811,Kuchischür
48997,2657327.748,1218314.551,Rankhof
48998,2661973.258,1218557.34,Oberhocken
48999,2677098.912,1218299.434,Federehof
49000,2674012.224,1217709.179,Fürten
49001,2673498.942,1217751.693,Houenhof
49002,2614390.589,1217629.826,Reichenbrunnen
49003,2617606.192,1217658.251,Zelg
49004,2607143.377,1217675.492,Alp
49005,2638214.216,1129824.1,Ziehnshischinu
49006,2638668.88,1129869.084,Dichtuhüs
49007,2638021.771,1129691.05,Gassmatte
49008,2659055.585,1217871.582,Unterhungerbühl
49009,2619211.756,1217752.603,Leggiswil
49010,2638669.648,1130062.894,Tomuhüs
49011,2640913.266,1129996.27,Schlucht
49012,2640282.124,1131153.931,Chittumatte
49013,2677416.751,1215414.904,Oberribitschi
49014,2673929.413,1219360.121,Vordersonderi
49015,2689923.429,1218630.307,Naas
49016,2660660.611,1218710.811,Hinterfeld
49017,2661310.183,1218824.239,Süesstannen
49018,2669615.524,1219106.219,Heitermatt
49019,2618881.866,1218251.913,Önzle
49020,2664834.015,1218721.678,Lütigen
49021,2592671.93,1218151.82,Lättgruben
49023,2616961.721,1218430.263,Spitzboden
49024,2616734.438,1218479.393,Spitzfeld
49025,2665143.004,1218940.625,Hirs
49027,2675549.565,1218011.226,Feldheim
49029,2682323.335,1218977.048,Schwändi
49030,2595575.815,1219644.143,Moos
49031,2664728.645,1218457.239,Chlöpfen
49033,2659682.39,1218591.979,Rümlikon
49034,2671613.361,1219541.379,Rüti
49035,2671427.229,1221257.245,Buholz
49036,2670968.871,1221318.256,Moos
49037,2656402.937,1218051.291,Unterwyden
49038,2655801.16,1218132.992,Hinterbrugg
49039,2619442.975,1218218.703,Leggiswil
49040,2659383.951,1218647.741,Aussergritzenmoos
49042,2674164.565,1219434.413,Mittelsonderi
49044,2666396.044,1220217.61,Höchweid
49045,2681484.837,1218537.785,Gibel
49046,2681895.814,1218582.211,Oberdietschwand
49047,2681356.047,1218653.938,Obertal
49048,2656553.34,1218755.956,Seehüsli
49049,2619600.804,1218322.913,Hubli
49050,2618568.158,1218487.295,Heuweg
49051,2619041.522,1218518.725,Grund
49052,2665370.405,1219106.172,Büttligen
49053,2609622.586,1218319.179,Neumatt
49054,2667346.685,1217941.825,Waldibrücke
49056,2655888.5,1218370.321,Muketen
49057,2670248.102,1219176.141,Emmendingen
49058,2670574.974,1219159.285,St. Katharina
49059,2608825.09,1218724.154,Stygli
49060,2659073.632,1218929.668,Innergritzenmoos
49061,2669824.853,1219404.462,Hobenbühl
49062,2675493.33,1218363.764,Battenmatt
49063,2680575.01,1218756.583,Lotenbach
49064,2680266.308,1219771.254,Eielen
49065,2678512.434,1218652.806,Itelfingen
49066,2677908.769,1218482.725,Böschenrot
49067,2682303.977,1219194.657,Sattel
49068,2682113.302,1219352.763,Tossetschwändi
49070,2663779.379,1218427.05,Unterwüesti
49071,2656982.466,1218953.217,Schlichti
49072,2619391.186,1218553.445,Ackerli
49073,2660618.448,1219819.695,Scheid
49074,2665097.512,1219605.681,Markstein
49075,2665655.27,1218039.197,Löchenrain
49076,2589792.641,1219130.433,Ensel
49078,2665594.045,1219880.48,Isenringen
49079,2675736.701,1218702.293,Oberbuonas
49081,2675252.654,1218894.754,Waldheim
49082,2681197.21,1219048.767,Unterbossen
49083,2681172.76,1219207.011,Obermatt
49084,2683326.545,1218578.343,Früebüel
49085,2682559.21,1218778.024,Ölberg
49086,2686675.544,1218565.435,Weidmatt
49087,2658232.372,1219236.709,Dachsellern
49089,2664941.049,1219285.255,Herrendingen
49090,2618466.813,1219086.916,Brechershäusernrain
49091,2685998.448,1218862.032,Oberfuren
49092,2659473.813,1219948.121,Untermettenwil
49093,2591555.157,1219012.481,Neumatt
49096,2676063.435,1218939.305,Amrynhof
49097,2675732.443,1219025.741,Obergummen
49099,2686271.114,1218967.719,Bommerhüttli
49100,2663972.229,1219017.753,Hirseln
49101,2672621.43,1218177.403,Mittelberg
49102,2666962.2,1218592.149,Untergütsch
49103,2686077.719,1219094.798,Schwändi
49105,2618941.05,1219696.691,Längenhaus
49106,2662931.97,1219906.963,Neuhüsli
49107,2675272.203,1219226.752,Oberstenhof
49108,2676468.821,1219421.233,Gerbe
49109,2675700.302,1219599.059,Dietisberg
49110,2680691.928,1218455.234,Räbmattli
49111,2686337.409,1219169.985,Geissmatt
49112,2663837.035,1219539.975,Chlewald
49113,2658723.399,1220152.886,Stockmatt
49114,2655216.707,1219094.236,Neuhus
49115,2619294.654,1219207.373,Hursthaus
