,E,N,namewithoutadditions
31405,2710688.547,1221956.16,Rempen
31406,2709933.83,1222015.029,Zinsisgschwänd
31407,2710224.975,1222181.711,Unterflüeh
31408,2709662.078,1222303.855,Oberflüeh
31409,2710377.748,1222318.424,Mäderhof
31410,2710874.203,1222515.303,Rinderweidli
31411,2710725.707,1222979.687,Isenbach
31412,2711505.322,1222534.463,Port
31413,2710535.239,1222672.596,Flüebödeli
31414,2710874.026,1222876.9,Argeli
31415,2710135.137,1223100.137,Flühli
31416,2709992.753,1223162.809,Oberflühli
31417,2710104.424,1223421.923,Gfell
31418,2710892.062,1223597.61,Langweid
31419,2712002.47,1222352.328,Oberholimen
31420,2712337.047,1222407.423,Hinterloch
31421,2712077.602,1222858.323,Unterschwendi
31422,2712920.208,1222939.819,Oberschwendi
31423,2712070.073,1223212.132,Oberschwendli
31424,2710924.504,1224474.078,Mettlen
31425,2713071.674,1224168.9,Tostel
31426,2711140.846,1225002.649,Rütihof
31427,2713027.906,1225004.513,Heuweid
31428,2711855.083,1225074.674,Nasstal
31429,2712691.822,1225159.356,Büel
31430,2712122.522,1225081.214,Luchern
31431,2711299.851,1225385.043,Büelhof
31432,2712900.575,1225421.727,Fad
31433,2712490.939,1225525.597,Büenggli
31434,2712242.487,1225530.285,Spezitrucken
31435,2711161.876,1225476.634,Bügel
31436,2712474.372,1225633.411,Gramattli
31437,2709850.66,1225709.573,Büel
31439,2708463.638,1225651.888,Ölerhof
31440,2707960.992,1225699.959,Oberrüti
31441,2709800.734,1225171.657,Lauisberg
31442,2707660.215,1224064.89,Obergrabenegg
31443,2708631.39,1224163.012,Hintergschwänd
31444,2709645.459,1224431.921,Mummelgschwänd
31445,2707880.537,1224430.772,Untergrabenegg
31446,2710679.905,1224447.203,Eisenburg
31447,2709369.961,1224942.168,Stalden
31448,2707674.353,1225472.954,Brand
31449,2709185.226,1224883.232,Oberbrätten
31450,2710543.046,1224958.346,Oberwolfgrüebli
31451,2710113.192,1225084.496,Gusöteli
31452,2709163.247,1225210.75,Unterbrätten
31454,2709673.154,1225416.982,Zugweid
31455,2708556.322,1225459.728,Hinteradelsrüti
31456,2708463.042,1224843.192,Mutzenrüti
31457,2708252.491,1225051.083,Moos
31458,2707703.242,1225136.99,Grund
31459,2707824.595,1225296.803,Eggli
31460,2707442.921,1223633.516,Muxrüti
31461,2711622.646,1222995.736,Siebnerschwendi
31462,2707180.29,1223917.763,Mutzenbue
31463,2707085.978,1225258.258,Endi
31464,2707305.146,1225008.504,Risleten
31466,2617073.838,1253388.557,Blauenstein
31467,2617052.163,1252901.653,Lindenhof
31468,2617527.271,1252940.632,Graben
31469,2616612.9,1253388.299,Hof
31473,2665363.3,1167788.486,Stapfen
31474,2656599.315,1171590.407,Grossrychenbach
31475,2618725.368,1222784.306,Holz
31476,2619323.159,1223277.67,Weid
31477,2619740.77,1223970.796,Rain
31479,2594199.646,1226039.635,Im Alpenblick
31480,2683175.896,1230219.781,Notikon
31481,2683438.333,1230299.937,Neunotikon
31482,2683933.451,1230474.433,Rütelihof
31483,2684246.849,1230861.744,Schönau
31484,2684122.879,1231232.304,Ebertswil
31485,2683480.289,1231030.132,Kappelerhöhe
31488,2619240.513,1261451.584,Adlerhof
31489,2618579.576,1261808.584,Talhof
31490,2716590.38,1225898.051,Oberhirschlen
31491,2714738.314,1225919.399,Buttikon
31492,2713112.1,1225901.911,Schübelbach
31493,2718234.125,1222058.58,Unternideren
31494,2718196.163,1223672.895,Hämmerliberg
31495,2715843.902,1223749.649,Au
31496,2718383.637,1224239.592,Gerbi
31498,2716370.805,1224563.684,Mittelberg
31499,2715703.69,1224775.655,Weid
31500,2715775.978,1224904.687,Blattli
31501,2716379.576,1224393.628,Land
31502,2715199.219,1224990.809,Obertrafleten
31504,2718230.412,1224684.314,Ausserbühl
31505,2716414.676,1225118.624,Feld
31507,2715788.536,1225292.619,Untertafleten
31508,2717641.119,1225195.601,Strublen
31509,2714745.303,1225031.398,Betthell
31511,2717207.893,1225389.282,Reichenburg
31513,2715604.954,1225643.565,Chalhof
31515,2714923.16,1225558.428,Mürgenhof
31516,2716674.937,1224583.565,Beier
31517,2717400.56,1224652.843,Hof
31518,2714316.529,1224477.846,Unterwilisberg
31519,2618471.374,1262034.393,Ebnet
31520,2620210.527,1262146.261,Schönenberg
31521,2713908.443,1225343.728,Chälen
31522,2713363.14,1225421.713,Ruodhell
31523,2714133.661,1225633.147,Langnau
31525,2714435.568,1224204.101,Oberwilisberg
31526,2714420.978,1225357.964,Zollrüti
31529,2722316.235,1222197.674,Tschachen
31530,2721097.757,1222042.766,Stalden
31531,2721552.249,1222418.746,Schönhof
31532,2721867.213,1222450.365,Wiesen
31533,2720704.461,1222393.756,Rüti
31534,2721277.316,1222498.244,Rotwies
31535,2720603.896,1222567.638,Feld
31537,2720848.435,1223152.847,Au
31540,2720364.539,1223477.673,Bilten
31541,2719547.521,1223673.539,Ägeten
31542,2722525.634,1223969.89,Matt
31544,2724828.574,1222322.134,Rittersberg
31545,2722212.703,1222952.448,Windegg
31546,2721938.265,1223039.248,Köllen
31547,2722329.858,1223273.419,Winkeln
31548,2722742.497,1224265.119,Linden
31549,2722913.049,1224548.642,Ledi
31550,2721903.465,1224294.274,Schänis
31554,2722268.009,1225067.288,Bleiche
31555,2722976.265,1225658.682,Schwanden
31556,2719652.565,1224202.346,Huseri
31557,2720367.702,1224685.27,Grossriet
31558,2720701.549,1225129.65,Schäner Wis
31560,2721745.554,1229930.475,Wiedacker
31562,2722376.533,1229788.596,Vordersommerig
31563,2722157.269,1229829.669,Spicherberg
31564,2722291.716,1229609.988,Schlatt
31566,2720078.099,1229491.47,Grossfeld
31567,2720470.027,1229710.64,Brunnerfeld
31568,2719814.821,1227232.802,Hof
31569,2719726.566,1226963.499,Unterhalden
31570,2719448.05,1227824.087,Schmitten
31571,2719325.784,1228237.865,Buchberg
31572,2720224.566,1226535.293,Escherheim
31573,2722236.408,1227886.945,Maseltrangen
31574,2722682.331,1226384.185,Büelen
31575,2721815.477,1227219.421,Wichlen
31576,2722470.141,1227168.079,Bitzi
31577,2722008.625,1227411.056,Forsten
31578,2721632.798,1227676.555,Gaster
31580,2721920.157,1228156.28,Wiesental
31581,2722754.612,1228477.688,Amrüti
31582,2722508.936,1228518.537,Haslen
31583,2721562.928,1228953.628,Gasterboden
31584,2722850.417,1228847.311,Brüschberg
31585,2721818.222,1228968.098,Dorren
31586,2722652.046,1229272.582,Nätzlisbach
31587,2721715.588,1229297.977,Mettlen
31588,2722192.502,1229305.912,Blochberg
31589,2720976.35,1229067.132,Au
31590,2720898.498,1228835.11,Gasterhof
31591,2721358.986,1229311.281,Äuli
31592,2719892.489,1228280.939,Gsäss
31593,2719093.287,1228490.571,Rüti
31594,2719849.873,1228528.341,Frohe Aussicht
31595,2719791.983,1228756.424,Büel
31596,2719031.259,1228961.521,Spinnerhof
31597,2719577.817,1229042.395,Müli
31598,2720584.047,1228899.274,Spitzenwies
31599,2720422.808,1229188.615,Wieden
31600,2720777.805,1229096.139,Adelmatt
31601,2719776.734,1229317.245,Bachwies
31602,2722580.531,1229996.577,Brämiberg
31603,2723154.107,1229817.605,Hessrüti
31604,2723178.157,1229560.395,Stollenberg
31605,2723704.94,1227781.192,Hüsliberg
31606,2723557.351,1227575.929,Löwenberg
31607,2723436.715,1226590.663,Untermatt
31608,2723643.807,1226658.675,Obermatt
31609,2722953.319,1227127.059,Taflet
31610,2723579.085,1226989.327,Glausenberg
31611,2723124.192,1228153.079,Solenberg
31612,2723166.852,1229083.891,Sommerig
31613,2718658.209,1227910.865,Hofwis
31614,2718899.897,1227907.76,Bachtal
31615,2718453.058,1227490.004,Goggi
31618,2718545.464,1226879.328,Heizi
31620,2716833.832,1226194.084,Unterhirschlen
31621,2716954.274,1227598.638,Neuhof
31623,2717084.036,1227846.116,Mönchhof
31624,2718163.243,1226298.223,Grossgiessen
31625,2717447.89,1226892.244,Reggwis
31628,2718464.029,1228810.046,Benken
31630,2717241.415,1228809.129,Ellbogen
31631,2711124.611,1227944.178,Lochgass
31633,2714942.962,1229625.074,Kapellhof
31635,2711260.022,1227357.572,Jerglihof
31636,2712055.91,1227183.686,Matthof
31637,2712478.183,1227841.813,Holeneich
31638,2712095.126,1227782.584,Paradies
31639,2712232.246,1228060.795,Ränken
31640,2714871.221,1226151.259,Büel
31641,2711484.19,1226730.909,Breitfeld
31642,2711873.203,1228050.409,Bolenberg
31643,2714040.807,1227578.615,Rüteli
31644,2712594.718,1227774.286,Langacker
31645,2713240.417,1227890.37,Runggli
31646,2714098.787,1226998.419,Mühle
31647,2714099.551,1227234.659,Mühlehalden
31648,2713629.663,1227295.936,Ebnet
31649,2713091.339,1227165.457,Betti
31650,2713812.39,1227626.53,Rütihof
31651,2712911.425,1227547.876,Rosenbergerhof
31652,2713762.744,1227985.829,Krähnest
31653,2716089.539,1227489.957,Klettenhof
31654,2716672.85,1227611.904,Sonnenhof
31655,2715348.84,1227564.417,Spettlinthhof
31656,2715647.597,1228125.132,Ludihof
31657,2713348.748,1228132.998,Egg
31658,2713716.738,1228268.611,Kipf
31659,2713045.251,1228401.095,Hof
31660,2713035.44,1228609.659,Röschli
31661,2712054.303,1228472.713,Girendorf
31663,2712638.79,1228862.414,Rüti
31664,2711932.106,1228702.743,Weingarten
31665,2713316.287,1228805.451,Müslihof
31666,2713082.121,1228945.673,Steg
31667,2712859.004,1229066.521,Sampel
31668,2713995.06,1229039.424,Tuggen
31669,2713229.35,1229211.074,Sand
31672,2713065.986,1229354.917,Brüschweid
31676,2708115.718,1226076.316,Fuchsrons
31678,2708754.842,1227844.899,Gätzibach
31679,2709706.35,1226243.31,Aulen
31683,2709615.588,1226878.972,Chälhof
31685,2708914.012,1226243.546,Galgenen
31687,2708663.715,1226898.548,Schättihof
31688,2708162.55,1227100.373,Höfli
31689,2708901.979,1227084.492,Bodenwies
31690,2708798.215,1227219.845,Bügeler
31692,2710039.688,1227903.217,Wangen
31694,2708137.231,1226738.568,Chürzi
31695,2707981.378,1226343.5,Rüsselhof
31696,2707531.999,1226559.293,Allmeind
31699,2710277.449,1228306.094,Höli
31700,2710526.039,1228512.261,Rütihof
31701,2710518.635,1228754.341,Buebental
31702,2710363.316,1229122.371,Widen
31704,2710602.967,1229221.051,Haab
31705,2706056.884,1225772.813,Höfli
31706,2705064.746,1226029.606,Autis
31707,2706951.595,1225933.461,Schleipfen
31708,2706391.52,1225924.405,Stutz
31709,2705053.491,1226731.407,Chessibach
31710,2704985.756,1227064.73,Grüt
31714,2706645.912,1226630.582,Tschuopis
31715,2706288.5,1226379.616,Fazion
31716,2705908.97,1227222.124,Halden
31718,2706320.48,1226110.713,Brugger
31719,2706941.879,1226288.497,Äbnet
31720,2706113.913,1226789.204,Chällen
31721,2705519.041,1226266.479,Cholrisi
31722,2705201.795,1226669.357,Schlipf
31723,2706006.686,1226862.142,St. Johannesburg
31730,2707430.12,1227693.579,Lachen
31731,2705307.401,1227620.774,Altendorf
31732,2698511.042,1225978.333,Kastenegg
31733,2699000.548,1225917.715,Loch
31735,2698405.614,1226174.181,Baumen
31736,2698522.33,1226328.025,Althus
31737,2701843.82,1227961.466,Buchberg
31738,2701563.897,1227676.997,Luegeten
31739,2699553.781,1227888.889,Fuchsberg
31740,2700741.613,1226041.82,Etzel
31741,2699062.249,1226229.844,Ebnet
31742,2700736.41,1226744.749,Strickli
31743,2699610.439,1226730.401,Rohnen
31744,2701477.073,1226781.965,Erli
31745,2700178.183,1226828.497,Riedweid
31746,2700569.85,1227033.466,Sennweid
31747,2700030.822,1227234.963,Ried
31748,2700487.846,1227845.514,Wilhelmshof
31749,2703274.129,1227841.34,Tal
31750,2702104.883,1227711.1,Talweid
31751,2702461.102,1228020.399,Weingarten
31752,2703416.396,1227153.254,Fliegenberg
31753,2702105.219,1226926.767,Stoffel
31754,2703999.245,1226277.692,Abschlacht
31755,2703658.809,1226653.512,Bilsten
31756,2701889.534,1226607.756,Oberschwändi
31757,2702715.341,1226769.452,Schwändi
31758,2703805.417,1226801.963,Reist
31759,2702240.384,1227171.694,Unterschwändi
31760,2704007.53,1227472.311,Taulen
31761,2702062.649,1227620.621,Stollen
31762,2702964.405,1228193.296,Joch
31763,2701829.648,1228650.578,Pfäffikon
31769,2698115.166,1228129.015,Wilen
31771,2699417.579,1228114.743,Miesegg
31772,2699369.923,1228248.145,Schwäbegg
31778,2699818.971,1228970.297,Freienbach
31781,2695398.86,1229280.094,Richterswil
31782,2694221.697,1229653.147,Neuguet
31785,2693790.489,1229947.484,Unterfelsen
31786,2692933.296,1229926,Feld
31787,2692579.25,1229796.225,Grossengaden
31788,2689977.857,1229902.189,Schlieregg
31789,2691926.149,1229547.039,Neutal
31790,2690789.826,1229673.104,Moos
31791,2693249.517,1229792.623,Gerenau
31792,2692156.407,1229718.564,Neumatt
31793,2691109.308,1229906.826,Oberschluchtal
31794,2691314.029,1229871.846,Buechhof
31795,2690193.083,1227156.689,Neumatt
31796,2692603.787,1227533.463,Rothenblatt
31797,2693215.741,1227708.778,Schürli
31798,2692649.619,1227997.027,Unterrothenblatt
31799,2692681.231,1226294.832,Hängerten
31800,2692277.085,1226199.604,Segel
31801,2692874.243,1226437.629,Böschen
31802,2693251.456,1226641.673,Neuhof
31803,2692940.024,1226726.74,Oberlaubegg
31804,2693117.857,1226855.527,Spitzrain
31805,2692395.403,1226856.79,Schanz
31806,2692813.587,1227193.501,Oberholz
31807,2692290.452,1227159.992,Unterwolfbühl
31808,2692579.864,1227269.819,Oberrothenblatt
31810,2692143.846,1227561.571,Hohenberg
31811,2691382.136,1227778.398,Schönenberg
31812,2690793.035,1227749.373,Neubad
31816,2692203.528,1228002.288,Külpen
31817,2690870.331,1226633.077,Am Rain
31818,2690781.42,1226757.506,Neuhaus
31819,2690461.506,1226196.282,Im Wald
31820,2690269.273,1226456.243,Waldrain
31821,2691577.307,1226324.274,Gschwend
31822,2690762.143,1226409.851,Festig
31823,2691933.015,1226692.79,Oberhüsli
31824,2690344,1226895.571,Rain
31825,2691050.071,1227048.826,Gisihegi
31826,2690113.239,1227532.522,Säge
31827,2691569.281,1227035.568,Neuhof
31828,2691240.193,1226991.094,Oberneugut
31829,2690795.161,1227287.185,Langwies
31832,2694761.636,1227941.2,Löchli
31834,2695174.709,1227931.465,Unterschellhammer
31838,2694402.298,1226741.654,Neumüli
31839,2694065.243,1226346.335,Blegi
31840,2695021.093,1226444.909,Allenwinden
31841,2694630.417,1226582.209,Neufeld
31842,2693580.473,1226921.463,Seeli
31844,2695139.113,1227105.38,Itlimoos
31848,2695245.233,1227359.552,Sentenhof
31850,2694177.206,1227739.154,Samstagern
31851,2695267.237,1227664.036,Oberschellhammer
31853,2695829.579,1227963.723,Altenbach
31854,2695846.42,1226563.563,Gräben
31855,2695871.091,1226817.513,Schmalzgrueb
31857,2695591.555,1226951.346,Rohr
31860,2695401.516,1228245.136,Specki
31862,2695145.72,1228405.764,Sandrain
31863,2695573.072,1228299.081,Chalchbüel
31865,2693903.804,1228618.608,Froh Ussicht
31871,2692585.298,1228873.9,Neuhusrain
31872,2692740.028,1229515.505,Oberhimmeri
31875,2692137.824,1228282.525,Mühlestalden
31876,2690637.769,1228421.526,Au
31877,2693071.187,1228323.547,Egg
31878,2693552.276,1228426.863,Moos
31879,2690152.113,1228380.164,Hinterberg
31880,2692613.263,1228452.287,Hinteregg
31881,2690924.412,1228688.904,Stollen
31882,2692858.244,1228571.084,Erni
31883,2693480.937,1228951.212,Kleinweid
31884,2692499.135,1228624.136,Tannen
31885,2691567.898,1228735.817,Bubenwies
31886,2693388.236,1228708.463,Brüsch
31887,2691930.163,1229138.41,Untermittelberg
31888,2693028.207,1229303.742,Beichlen
31889,2691199.323,1229206.78,Kaltenboden
31890,2692444.547,1229282.667,Unterhimmeri
31891,2692019.058,1229352.345,Mosli
31893,2691326.371,1229375.359,Steinweid
31894,2690915.957,1229463.874,Risi
31895,2691573.681,1229643.428,Untergisenrüti
31896,2690500.684,1229461.255,Rechberg
31897,2693710.856,1229424.329,Sennweid
31898,2689981.758,1227887.859,Gubel
31900,2600407.811,1223499.16,Siebenmatt
31901,2598842.717,1222950.934,Berghof
31910,2683780.105,1224949.476,Obertalacher
31911,2683490.355,1225474.833,Untertalacher
31912,2682979.999,1225356.731,Rütihof
31913,2682761.639,1225577.366,Arbach
31915,2683783.392,1225655.132,Talacher
31916,2684080.535,1225869.353,Moosrank
31917,2683815.066,1226110.039,Moos
31918,2682911.56,1226299.806,Inwil
31920,2683565.86,1226528.491,Neuguet
31921,2724995.032,1245947.691,Untergeissberg
31922,2724881.807,1247471.011,Äwil
31923,2610957.914,1127709.184,Milljere
31924,2614242.17,1209023.842,Leimern
31925,2615806.827,1209920.588,Goldscheuer
31926,2640098.469,1103696.628,Zermeiggern
31927,2640786.588,1104035.394,Chapf
31928,2640210.338,1104024.431,Waldegg
31930,2601825.862,1153043.043,Am Undere Bluttlig
31934,2671606.512,1259654.61,Lägerenweid
31935,2707622.961,1233903.793,Untermoos
31936,2712629.451,1231624.645,Ziegelhof
31938,2712653.61,1233761.503,Weid
31939,2711256.727,1233952.165,Egg
31941,2708689.248,1233853.829,Feldegg
31942,2710265.91,1233791.473,Diemrüti
31943,2712354.212,1233942.165,Fätzikon
31944,2707634.53,1232951.789,Untertägernau
31945,2708865.561,1232053.148,Boland
31947,2709769.452,1232211.192,Wagen
31949,2708717.428,1231234.465,Lehnholz
31950,2708120.235,1231552.005,Buech
31951,2710029.09,1231009.72,Tschuppis
31952,2708642.334,1231557.293,Au
31953,2710676.181,1231503.312,Moos
31954,2710266.318,1230930.537,Bollingen
31955,2709109.12,1230624.152,Unterstaffeln
31956,2709336.826,1230559.849,Oberstaffeln
31957,2711002.079,1231083.951,Langacher
31958,2711588.291,1233762.951,Gibelsriet
31959,2709175.787,1232502.104,Gsteig
31960,2709035.065,1232676.816,Brand
31961,2708779.392,1232849.798,Curtiberg
31962,2709405.537,1232955.046,Eppiger
31963,2709105.887,1233091.324,Egg
31964,2708207.22,1233094.861,Mitteltägernau
31965,2708662.719,1233218.819,Obertägernau
31966,2709536.266,1232829.35,Schlössli
31967,2709887.447,1233061.014,Leiset
31968,2710089.556,1233101.11,Weid
31969,2710693.374,1233259.168,Kählen
31970,2711732.481,1231475.592,Lehhof
31971,2711424.487,1232727.594,Hagleren
31973,2711349.585,1231251.448,Oberbollingen
31975,2711585.132,1232590.866,Rüeggenschlee
31976,2709114.897,1233334.096,Stuck
31977,2710308.783,1233453.919,Oberegg
31978,2709973.935,1233559.624,Eggli
31979,2711216.339,1232948.495,Ütenberg
31980,2711299.002,1233425.072,Lettengasse
31982,2711080.231,1233318.005,Massholderen
31985,2712305.205,1233149.615,Eschenbach
31986,2711980.414,1233712.82,Stollen
31987,2709516.218,1233753.545,Ermenswil
31988,2708069.342,1233771.015,Matten
31990,2715712.328,1233780.535,St. Gallenkappel
31992,2717569.687,1233919.536,Oberhäbligen
31993,2718308.298,1233913.294,Hof
31994,2716895.94,1233999.587,Bifang
31995,2713782.889,1232209.965,Goldberg
31998,2714985.795,1232423.14,Uznaberg
31999,2713787.366,1232845.834,Mittelherrenweg
32000,2713941.024,1232547.464,Bürstli
32001,2715249.237,1233226.207,Bauwil
32002,2715734.118,1232486.205,Weiherhaus
32003,2715868.46,1232355.184,Bürglen
32005,2716255.463,1233741.285,Eichholz
32007,2716285.498,1233479.78,Kehlrüti
32008,2714415.299,1233525.832,Aatal
32017,2714299.746,1231693.314,Schmerikon
32020,2718093.518,1233324.907,Äuli
32021,2717273.596,1233089.999,Altbad
32022,2718313.551,1232995.232,Ernetschwil
32023,2718258.091,1232726.712,Bohl
32024,2717389.563,1232314.346,Neumühle
32025,2717215.431,1232409.094,Weid
32026,2716616.002,1232341.763,Täli
32027,2717379.594,1232609.69,Berg
32028,2717462.654,1232810.992,Plattenweid
32029,2718228.385,1232056.204,Hofrüti
32033,2715510.505,1231694.944,Neuguet
32036,2716935.072,1231612.469,Uznach
32039,2717214.766,1232741.536,Sonnenberg
32040,2717887.529,1232392.589,Unterböllenberg
32041,2717756.378,1232540.063,Leutschen
32042,2718613.507,1232157.788,Hof
32044,2717528.326,1233663.883,Häbligen
32045,2717398.927,1233571.894,Neubad
32046,2718045.229,1233393.182,Hofmüli
32047,2713402.195,1233694.961,Siessen
32049,2722918.434,1233908.983,Alp Egg
32050,2720165.06,1233865.586,Brunnacker
32051,2720102.382,1234081.636,Bergli
32052,2720630.285,1234071.902,Schwendi
32054,2722352.29,1230041.321,Sommerig
32056,2721483.388,1231891.773,Freigaden
32057,2721753.101,1232132.405,Gnippen
32058,2723062.637,1231754.137,Bruggbach
32059,2722287.146,1231956.463,Gnippenweid
32060,2721564.841,1231117.346,Schwarzerlen
32061,2720991.881,1231112.713,Raffholdern
32062,2720406.479,1231286.777,Rüttiweid
32064,2721128.029,1231529.057,Kirnen
32065,2720448.647,1231636.012,Port
32066,2720387.318,1231997.595,Ramendingen
32067,2720512.908,1232106.298,Duftenhof
32068,2722063.456,1231441.545,Rieden
32069,2722435.572,1230274.763,Kühneberg
32070,2723015.024,1230727.726,Jostenberg
32072,2721630.687,1230970.175,Nüacher
32074,2721468.34,1230686.528,Rietwies
32075,2721302.328,1230979.2,Bornet
32076,2720833.485,1230976.607,Schottenhalden
32077,2721405.429,1230204.076,Geroldsegg
32079,2722332.145,1230344.681,Lampertschwand
32080,2721502.783,1230391.455,Bründlen
32081,2720856.203,1230591.425,Loch
32082,2722853.291,1230509.302,Stollenberg
32083,2721181.962,1230590.42,Uzenbühl
32084,2723318.776,1230629.232,Altwies
32087,2723516.301,1231656.771,Schwarzenbergli
32088,2722490.388,1231795.472,Bergli
32089,2721484.216,1232395.905,Giegental
32090,2721113.879,1233530.746,Rämel
32091,2721594.512,1233643.177,Unterbärüti
32092,2723415.837,1233495.683,Klosterberg
32093,2722066.545,1232791.204,Steinacher
32094,2724111.728,1232010.501,Breitmoos
32096,2719244.517,1233096.864,Attenbach
32097,2719709.506,1233419.274,Oberwinden
32098,2720703.409,1233017.689,Uetliburg
32099,2720062.435,1231308.7,Unterhof
32102,2718939.206,1232461.564,Mettlen
32103,2719318.83,1232136.213,Schönenbach
32106,2720553.705,1232425.193,Blatten
32108,2719573.897,1232157.12,Kehr
32110,2719628.447,1231220.273,Rütteli
32112,2720223.19,1231375.677,Oberhof
32113,2719641.526,1231697.009,Egg
32114,2719050.039,1231742.504,Gublen
32115,2719931.151,1232581.448,Gommiswald
32117,2719374.766,1230115.88,Bibertenwis
32118,2719129.501,1230387.579,Grafenau
32119,2724594.38,1231300.117,Pfang
32120,2724091.675,1230767.109,Schwendi
32123,2720031.205,1230424.246,Kaltbrunn
32124,2720596.388,1233703.798,Stumpenberg
32126,2724183.021,1231370.885,Bachmannsberg
32127,2718963.911,1234977.398,Zelg
32128,2721937.37,1237797.228,Hinterlaad
32129,2721854.941,1236678.837,Gallenmüsli
32130,2722256.285,1236732.24,Hell
32131,2723787.149,1236410.851,Hellen
32132,2723595.579,1236678.521,Hinterschönenberg
32133,2724545.967,1236643.27,Oberbüntberg
32134,2724174.454,1236680.592,Weirüti
32135,2724703.664,1236815.792,Büntberg
32136,2724928.797,1235808.771,Unterhüttenbüel
32137,2723952.049,1236185.229,Juden
32138,2724232.847,1235114.853,Wissboden
32139,2723457.319,1235223.73,Läui
32140,2720013.887,1235137.38,Eggweid
32141,2719939.017,1235726.297,Hinterschümberg
32142,2719822.168,1236043.22,Vordertönnern
32143,2721353.044,1236491.034,Weid
32144,2720418.809,1236476.661,Hintertönnern
32145,2720388.011,1236659.295,Brustenegg
32146,2721511.963,1236874.795,Pilgerrüti
32147,2721480.134,1235995.459,Ricken
32148,2719334.958,1234944.74,Vorderschümberg
32149,2719334.582,1236420.405,Schwantlen
32150,2719415.3,1236696.074,Tieftobel
32151,2721257.771,1237495.033,Riethof
32152,2719898.531,1237502.013,Hüttenberg
32153,2722187.921,1237977.878,Heid
32154,2720843.609,1237561.315,Hinterwies
32155,2719380.666,1234383.304,Freudwil
32156,2719381.671,1234563.941,Bünt
32157,2719593.326,1234102.844,Schwarzholz
32158,2720756.738,1237141.015,Bodenwies
32159,2724797.52,1237206.652,Unterbüntberg
32160,2723759.016,1237324.968,Gugen
32161,2723330.452,1237711.481,Mittelhummelwald
32162,2719642.777,1236966.166,Äsch
32163,2720543.133,1234316.35,Bildhaus
32164,2720256.837,1237078.156,Oberricken
32165,2724178.534,1236997.15,Mittelschönenberg
32166,2722413.209,1237386.817,Schwantlen
32167,2721785.698,1237142.204,Niederlaad
32168,2722220.008,1234373.015,Rittmarren
32169,2717289.601,1237876.675,Au
32170,2716017.893,1238045.474,Au
32171,2716893.878,1234370.701,Betzikon
32172,2715039.532,1234587.236,Ennetbach
32173,2713677.273,1234569.036,Bodenholz
32174,2715343.487,1234449.446,Nauen
32175,2713987.931,1234226.48,Bürg
32176,2715073.165,1234062.239,Rappengrund
32177,2714504.113,1234442.682,Schwärzi
32178,2717717.078,1234702.077,Steg
32179,2717485.136,1234695.295,Untergehren
32180,2716890.84,1234984.079,Breitenholz
32181,2717688.193,1235133.52,Mühletal
32182,2718032.986,1235010.951,Egg
32183,2718499.781,1235383.569,Zübli
32184,2718756.513,1235407.516,Tannhuser
32185,2717173.694,1235101.536,Nord
32186,2716474.598,1235156.005,Untermatten
32187,2716479.03,1235351.392,Bühl
32188,2717345.03,1235376.614,Rüeterswil
32189,2716903.672,1235410.444,Matten
32190,2718667.81,1234779.641,Gebertingen
32191,2718026.331,1234788.486,Rietmatt
32195,2716797.128,1236381.47,Freudental
32196,2716162.703,1236817.674,Neuschwand
32197,2717074.905,1236622.71,Marchbu
32198,2716120.873,1236404.466,Hintermühle
32199,2716614.028,1236430.435,Roten
32200,2718705.094,1236398.624,Vorwalde
32201,2716760.63,1236734.211,Rinderweid
32202,2718322.424,1236438.973,Wäspiberg
32203,2715946.171,1236852.616,Vorhalden
32204,2718039.84,1236006,Höfli
32205,2717471.19,1236656.829,Oberschwendi
32206,2718979.124,1236702.628,Walde
32207,2715836.341,1236064.814,Hintertal
32208,2716543.061,1236093.027,Wili
32209,2718284.341,1235941.312,Widen
32210,2717679.888,1235550.054,Allenwinden
32211,2716537.319,1235615.354,Feldli
32212,2718242.004,1235741.962,Nasen
32213,2716769.679,1235593.919,Haspel
32214,2715875.419,1235863.329,Vordermüli
32215,2717491.056,1235765.887,Hugenmatt
32216,2716443.033,1237697.755,Buck
32217,2715898.78,1237483.105,Juch
32218,2717387.283,1237287.667,Schwendi
32219,2718708.615,1237576.004,Oberatzmännig
32220,2716876.039,1237119.17,Alpli
32221,2717761.956,1237782.361,Oberau
32222,2716419.52,1237505.535,Vordersagen
32223,2718224.373,1237397.458,Unteratzmännig
32224,2715539.497,1237635.525,Sack
32225,2717796.892,1237435.003,Brustenegg
32226,2717517.157,1234513.865,Waldegg
32227,2718854.325,1234370.927,Büel
32228,2717857.157,1234563.31,Hasenbühl
32229,2718419.837,1234349.043,Scheibüel
32230,2717310.612,1234221.521,Mettlen
32231,2715393.2,1234869.191,Egg
32232,2712998.143,1235421.86,Bär
32233,2715315.806,1235444.307,Mattenhof
32234,2714378.828,1234862.079,Salen
32235,2714575.37,1234886.764,Bergli
32236,2713993.859,1234860.812,Letzi
32237,2715208.073,1235081.586,Oberegg
32238,2714171.131,1235172.192,Hinterbergen
32239,2713391.126,1235101.761,Diemberg
32241,2714809.154,1234695.408,Echeltschwil
32242,2713217.002,1234060.204,Delgg
32243,2713178.556,1234282.353,Oberdelgg
32244,2715719.045,1236612.709,Baumgarten
32245,2715595.425,1236009.976,Steigen
32246,2715208.911,1236220.369,Sonnenberg
